datetime,light,twilight,interp,excluded
2013-05-17T18:30:16.000Z,147,0,FALSE,FALSE
2013-05-17T18:35:16.000Z,124,0,FALSE,FALSE
2013-05-17T18:40:16.000Z,150,0,FALSE,FALSE
2013-05-17T21:10:16.000Z,150,0,FALSE,FALSE
2013-05-17T21:14:02.834Z,44.9,2,TRUE,FALSE
2013-05-17T21:15:16.000Z,11,0,FALSE,FALSE
2013-05-18T03:40:16.000Z,11,0,FALSE,FALSE
2013-05-18T03:45:16.000Z,22,0,FALSE,FALSE
2013-05-18T03:50:16.000Z,22,0,FALSE,FALSE
2013-05-18T03:55:16.000Z,34,0,FALSE,FALSE
2013-05-18T04:00:13.272Z,44.9,1,TRUE,FALSE
2013-05-18T04:00:16.000Z,45,0,FALSE,FALSE
2013-05-18T04:20:16.000Z,45,0,FALSE,FALSE
2013-05-18T04:25:16.000Z,150,0,FALSE,FALSE
2013-05-18T05:05:16.000Z,150,0,FALSE,FALSE
2013-05-18T05:10:16.000Z,90,0,FALSE,FALSE
2013-05-18T05:15:16.000Z,113,0,FALSE,FALSE
2013-05-18T05:25:16.000Z,113,0,FALSE,FALSE
2013-05-18T05:30:16.000Z,136,0,FALSE,FALSE
2013-05-18T05:35:16.000Z,124,0,FALSE,FALSE
2013-05-18T05:40:16.000Z,136,0,FALSE,FALSE
2013-05-18T05:45:16.000Z,124,0,FALSE,FALSE
2013-05-18T05:50:16.000Z,113,0,FALSE,FALSE
2013-05-18T05:55:16.000Z,102,0,FALSE,FALSE
2013-05-18T06:00:16.000Z,90,0,FALSE,FALSE
2013-05-18T06:05:16.000Z,90,0,FALSE,FALSE
2013-05-18T06:10:16.000Z,102,0,FALSE,FALSE
2013-05-18T06:15:16.000Z,113,0,FALSE,FALSE
2013-05-18T06:20:16.000Z,113,0,FALSE,FALSE
2013-05-18T06:25:16.000Z,124,0,FALSE,FALSE
2013-05-18T06:35:16.000Z,124,0,FALSE,FALSE
2013-05-18T06:40:16.000Z,136,0,FALSE,FALSE
2013-05-18T06:55:16.000Z,136,0,FALSE,FALSE
2013-05-18T07:00:16.000Z,150,0,FALSE,FALSE
2013-05-18T17:20:16.000Z,150,0,FALSE,FALSE
2013-05-18T17:25:16.000Z,147,0,FALSE,FALSE
2013-05-18T17:30:16.000Z,147,0,FALSE,FALSE
2013-05-18T17:35:16.000Z,136,0,FALSE,FALSE
2013-05-18T17:40:16.000Z,124,0,FALSE,FALSE
2013-05-18T17:45:16.000Z,124,0,FALSE,FALSE
2013-05-18T17:50:16.000Z,136,0,FALSE,FALSE
2013-05-18T17:55:16.000Z,124,0,FALSE,FALSE
2013-05-18T18:00:16.000Z,124,0,FALSE,FALSE
2013-05-18T18:05:16.000Z,147,0,FALSE,FALSE
2013-05-18T18:15:16.000Z,147,0,FALSE,FALSE
2013-05-18T18:20:16.000Z,136,0,FALSE,FALSE
